1000,8.2139e-05
2000,0.000176791
3000,0.000372852
4000,0.000627335
5000,0.000805891
6000,0.000983016
7000,0.00118707
8000,0.00137798
9000,0.00156823
10000,0.00173922
11000,0.00194511
12000,0.00216217
13000,0.00232897
14000,0.00252672
15000,0.00272894
16000,0.00294308
17000,0.00354848
18000,0.00380026
19000,0.00389984
20000,0.00403938
21000,0.00425808
22000,0.00450159
23000,0.00473496
24000,0.00493016
25000,0.00517457
26000,0.00539419
27000,0.00563099
28000,0.00586776
29000,0.00610156
30000,0.00636649
31000,0.00659657
32000,0.00683585
33000,0.00701873
34000,0.00726229
35000,0.00751103
